Count of jobtitle,,
Row Labels,Total,probablity
stocking factory worker,2,3.12622E-05
stocking frame knitter,1,1.56311E-05
stocking frame maker,1,1.56311E-05
stocking maker,11,0.000171942
stocking maker (woollen),2,3.12622E-05
stocking weaver,2,3.12622E-05
stockinger,7,0.000109418
stockinger (framework knitter),1,1.56311E-05
stockingmaker,1,1.56311E-05
stockjobber,1,1.56311E-05
stockman/storekeeper,1,1.56311E-05
stocktaker,2,3.12622E-05
stocktaker (brewers),1,1.56311E-05
stocktaker (iron works),2,3.12622E-05
"stocktaker, steelworks",1,1.56311E-05
stoker,27,0.00042204
stoker - colliery,1,1.56311E-05
stoker (colliery worker),1,1.56311E-05
stoker (gas works),1,1.56311E-05
stoker (gas),2,3.12622E-05
stoker at aerodrome,1,1.56311E-05
stoker at corset factory,1,1.56311E-05
stoker at paper mill,1,1.56311E-05
stoker at printer's,2,3.12622E-05
stoker at waterworks,1,1.56311E-05
stoker colliery worker),1,1.56311E-05
stoker in comb factory,1,1.56311E-05
stoker in electric works,1,1.56311E-05
stoker in r.n.,1,1.56311E-05
stoker in royal navy,1,1.56311E-05
"stoker mechanic, royal navy",1,1.56311E-05
stoker n,1,1.56311E-05
stoker on railway engine,1,1.56311E-05
stoker royal navy,1,1.56311E-05
"stoker, rn",1,1.56311E-05
"stoker, royal navy",2,3.12622E-05
stone & marble mason,1,1.56311E-05
stone carver,1,1.56311E-05
stone cutter,17,0.000265729
stone cutter & mason,1,1.56311E-05
stone cutter & stone mason,1,1.56311E-05
stone cutter and marble worker,1,1.56311E-05
stone delver,4,6.25244E-05
stone dresser,4,6.25244E-05
stone flag facer,1,1.56311E-05
stone man,1,1.56311E-05
stone mason,143,0.002235248
"stone mason, quarry",1,1.56311E-05
stone masons labourer,1,1.56311E-05
stone merchant,6,9.37866E-05
stone merchant and quarry owner,1,1.56311E-05
stone miner,2,3.12622E-05
stone quarrier,5,7.81555E-05
stone quarry labourer,2,3.12622E-05
stone quarry manager,1,1.56311E-05
stone quarry owner,1,1.56311E-05
stone quarryman,7,0.000109418
stone sawyer,4,6.25244E-05
stonecutter,16,0.000250098
stonedresser,2,3.12622E-05
stonemason,177,0.002766706
stonemason (churches),1,1.56311E-05
stonemason (master),1,1.56311E-05
stonemason & builder,2,3.12622E-05
stonemason and bricklayer,1,1.56311E-05
stonemason/dyker,2,3.12622E-05
store clerk,1,1.56311E-05
store dealer,1,1.56311E-05
store departmental manager,1,1.56311E-05
store hand,1,1.56311E-05
store keeper,6,9.37866E-05
store keeper (telephone works),1,1.56311E-05
"store keeper, south indian railway",1,1.56311E-05
store manager,3,4.68933E-05
"storeholder, field stores",1,1.56311E-05
"storehouse man, dockyard",1,1.56311E-05
storehouseman,2,3.12622E-05
storekeeper,19,0.000296991
storekeeper on steamship,1,1.56311E-05
storekeeper ordnance survay office,1,1.56311E-05
"storekeeper, h.m. dockyard",1,1.56311E-05
"storekeeper, royal navy",1,1.56311E-05
storeman,4,6.25244E-05
stores clerk,1,1.56311E-05
stores clerk (city surveyors dept),1,1.56311E-05
stores manager - motor cycle industry,1,1.56311E-05
stove grate fitter,4,6.25244E-05
straw bonnet maker,12,0.000187573
straw bonnet manufacturer,1,1.56311E-05
straw bonnet sewer,1,1.56311E-05
straw dealer,1,1.56311E-05
straw factor,1,1.56311E-05
straw hat and bonnet maker,1,1.56311E-05
straw hat maker,4,6.25244E-05
straw hat manufacturer,2,3.12622E-05
straw manufacturer,1,1.56311E-05
straw plait manufacturer,1,1.56311E-05
straw plaiter,45,0.0007034
straw plat maker,1,1.56311E-05
strawberry grower,1,1.56311E-05
street car conductor,1,1.56311E-05
street cleaner,1,1.56311E-05
street mill roller,1,1.56311E-05
street pavier,1,1.56311E-05
street sweeper,1,1.56311E-05
street trader (fancy goods),1,1.56311E-05
streetsman at dyeworks,1,1.56311E-05
striker,5,7.81555E-05
striker (blacksmith),1,1.56311E-05
striker in smithy,2,3.12622E-05
structural engineer,1,1.56311E-05
stud farmer,1,1.56311E-05
stud farmer manager,1,1.56311E-05
stud groom,11,0.000171942
student teacher & organist,1,1.56311E-05
stuff manufacturer,1,1.56311E-05
stuff presser,2,3.12622E-05
stuff singer,2,3.12622E-05
stuff slinger,2,3.12622E-05
stuff warehouseman,2,3.12622E-05
stuff weaver,2,3.12622E-05
sub constable in police,1,1.56311E-05
"sub contractor, canal construction",1,1.56311E-05
"sub editor, newspaper",1,1.56311E-05
sub manager for brewer,1,1.56311E-05
"sub manager, bank",1,1.56311E-05
sub post master,2,3.12622E-05
sub post mistress,1,1.56311E-05
sub postmaster,4,6.25244E-05
sub registrar & relieving officer,1,1.56311E-05
sub sorter at twopenny post office,1,1.56311E-05
sub-constable royal irish constabulary,1,1.56311E-05
"sub-editor, newspaper",1,1.56311E-05
sub-postmaster,1,1.56311E-05
subway worker,2,3.12622E-05
sugar baker,1,1.56311E-05
sugar boiler,7,0.000109418
sugar broker,1,1.56311E-05
sugar estate manager,1,1.56311E-05
sugar plantation manager,1,1.56311E-05
sugar plantation owner,1,1.56311E-05
sugar planter,5,7.81555E-05
sugar porter,1,1.56311E-05
sugar refiner,2,3.12622E-05
sugar refiners clerk,1,1.56311E-05
sugical instrument maker,1,1.56311E-05
superintendant gas fitter,1,1.56311E-05
superintendant of kings county infirmary,1,1.56311E-05
superintendant of police,1,1.56311E-05
superintendant of powder works,1,1.56311E-05
superintendant to railway,1,1.56311E-05
superintendant western salt chowkies (east india c,1,1.56311E-05
"superintendant, mental hospital",1,1.56311E-05
"superintendant, port of london authority",1,1.56311E-05
superintendent engineer,1,1.56311E-05
superintendent health visitor,1,1.56311E-05
superintendent marine engineer,1,1.56311E-05
superintendent of camp fire brigade (hussars),1,1.56311E-05
superintendent of insurance company,1,1.56311E-05
superintendent of police,3,4.68933E-05
superintendent relieving officer,1,1.56311E-05
"superintendent, customs & excise",1,1.56311E-05
"superintendent, police",1,1.56311E-05
superior of inland revenue,1,1.56311E-05
supermarket manager,1,1.56311E-05
supervisor (foreman) confectionery factory,1,1.56311E-05
supervisor button maker,1,1.56311E-05
supervisor customs officer,1,1.56311E-05
supervisor in a dairy,1,1.56311E-05
supervisor in gpo exchange,1,1.56311E-05
supervisor of inland revenue,1,1.56311E-05
supervisor of works,1,1.56311E-05
"supervisor, department store",1,1.56311E-05
supervisor/housekeeper in home for 'wayward women',1,1.56311E-05
supply teacher,1,1.56311E-05
surgeon,61,0.000953497
surgeon - royal army medical corp,1,1.56311E-05
surgeon (rn),1,1.56311E-05
surgeon & apothecary,1,1.56311E-05
surgeon & dentist,1,1.56311E-05
surgeon & doctor,1,1.56311E-05
surgeon and apothecary,1,1.56311E-05
surgeon and village doctor,1,1.56311E-05
surgeon dentist,8,0.000125049
surgeon in royal navy,1,1.56311E-05
surgeon royal navy,1,1.56311E-05
surgeon superintendant,1,1.56311E-05
"surgeon, r.a.f.v.r. squadron leader",1,1.56311E-05
surgeons apprentice,1,1.56311E-05
surgeons assistant,2,3.12622E-05
surgical bandage maker,1,1.56311E-05
surgical instrument maker,8,0.000125049
surgical instrument maker cutler,3,4.68933E-05
surgical mechanist,2,3.12622E-05
surgical packer,1,1.56311E-05
surpervisor engineer (rail),1,1.56311E-05
surveyor,28,0.000437671
surveyor (ministry of defence),1,1.56311E-05
surveyor & civil engineer,1,1.56311E-05
surveyor of buildings and engineers works,1,1.56311E-05
surveyor of roads,1,1.56311E-05
"surveyor of ships, Lloyds register of shipping",1,1.56311E-05
surveyor to vestry,1,1.56311E-05
"surveyor, imperial war graves commission",1,1.56311E-05
surveyors asst,1,1.56311E-05
surveyors clerk,1,1.56311E-05
sweep,4,6.25244E-05
sweeper,1,1.56311E-05
sweet maker,1,1.56311E-05
sweet shop owner,1,1.56311E-05
sweetshop owner,1,1.56311E-05
swimming pool attendant,1,1.56311E-05
swiss machine hand,1,1.56311E-05
swivel manufacturer,1,1.56311E-05
sword blade maker,1,1.56311E-05
sword mounter,1,1.56311E-05
sword viewer,1,1.56311E-05
swordmaker,1,1.56311E-05
syphon repairer,1,1.56311E-05
sythe stone maker,1,1.56311E-05
t.h. pilot,1,1.56311E-05
table blade forger,5,7.81555E-05
table blade grinder,1,1.56311E-05
table knife cutler,2,3.12622E-05
table knife forger,1,1.56311E-05
table knife hafter,5,7.81555E-05
table maker,1,1.56311E-05
tackler (cotton mill),1,1.56311E-05
tackler (silk mill),1,1.56311E-05
tailor,830,0.012973818
tailor - (maker of uniforms),1,1.56311E-05
tailor - city police,1,1.56311E-05
tailor (fathers workshop),1,1.56311E-05
tailor (master),1,1.56311E-05
tailor (shopkeeper),1,1.56311E-05
tailor / clothes dealer,1,1.56311E-05
tailor & clothier,4,6.25244E-05
tailor & draper,7,0.000109418
tailor & out fitter,1,1.56311E-05
tailor & outfitter,1,1.56311E-05
tailor and clothier,1,1.56311E-05
tailor and draper,7,0.000109418
"tailor and dressmaker, assistant",1,1.56311E-05
tailor and outfitter,2,3.12622E-05
tailor master,1,1.56311E-05
tailor's cutter,6,9.37866E-05
tailor's foreman,1,1.56311E-05
tailor's machinist,1,1.56311E-05
tailoress,107,0.001672528
tailors assistant,3,4.68933E-05
tailors assistant (to father),1,1.56311E-05
tailors cutter,18,0.00028136
tailors machinist,2,3.12622E-05
tailors manager,1,1.56311E-05
tailors presser,3,4.68933E-05
tallow chandler,26,0.000406409
tallow melter,3,4.68933E-05
tank maker,1,1.56311E-05
tanner,69,0.001078546
tanner & currier,2,3.12622E-05
tanners labourer,3,4.68933E-05
tannery manager,2,3.12622E-05
tannery owner,1,1.56311E-05
tannery porter,3,4.68933E-05
tannery worker,1,1.56311E-05
tape weaver,4,6.25244E-05
taper,1,1.56311E-05
taper in a mill,1,1.56311E-05
taper in cotton mill,1,1.56311E-05
tapisier,2,3.12622E-05
tar pavior,2,3.12622E-05
tax clerk,1,1.56311E-05
tax collector,3,4.68933E-05
tax office clerk,1,1.56311E-05
tax officer higher grade,1,1.56311E-05
tax officer Inland revenue,1,1.56311E-05
taxi cab driver,3,4.68933E-05
taxi driver,8,0.000125049
taxi driver (self employed),1,1.56311E-05
taxi proprietor,1,1.56311E-05
taxidermist,3,4.68933E-05
tea agent,1,1.56311E-05
tea and coffee merchant,1,1.56311E-05
tea blender,2,3.12622E-05
tea broker,1,1.56311E-05
tea dealer,14,0.000218835
tea gown hand,1,1.56311E-05
tea grocer's assistant,1,1.56311E-05
tea importer merchant,1,1.56311E-05
tea importers invoice clerk,1,1.56311E-05
tea merchant,10,0.000156311
tea merchant and grocer,1,1.56311E-05
tea packer,4,6.25244E-05
tea planter,1,1.56311E-05
tea salesman,3,4.68933E-05
tea traveller,1,1.56311E-05
tea urn manufacturer,1,1.56311E-05
teacher,175,0.002735444
teacher - board school,1,1.56311E-05
teacher - primary school,1,1.56311E-05
teacher (secondary),1,1.56311E-05
"teacher & assistant principal, school",1,1.56311E-05
teacher & lecturer,1,1.56311E-05
teacher and governess,1,1.56311E-05
"teacher and science principle, secondary school",1,1.56311E-05
teacher at business college,1,1.56311E-05
teacher in dame school,1,1.56311E-05
teacher in elementary school,1,1.56311E-05
teacher in private school,1,1.56311E-05
teacher in training,2,3.12622E-05
teacher of dancing,3,4.68933E-05
teacher of dancing and music,1,1.56311E-05
teacher of domestic science,1,1.56311E-05
teacher of elocution,1,1.56311E-05
"teacher of embroidery, part time",1,1.56311E-05
teacher of languages,1,1.56311E-05
teacher of manual subjects,1,1.56311E-05
teacher of music,1,1.56311E-05
teacher of physical culture,1,1.56311E-05
teacher of pianoforte & church organist,1,1.56311E-05
teacher of science,1,1.56311E-05
teacher senior school,1,1.56311E-05
"teacher, deceased",1,1.56311E-05
"teacher, grammar school",1,1.56311E-05
"teacher, infants",1,1.56311E-05
"teacher, junior school",1,1.56311E-05
"teacher, languages",1,1.56311E-05
"teacher, music",2,3.12622E-05
"teacher, primary school",1,1.56311E-05
"teacher, secondary school",1,1.56311E-05
team man,2,3.12622E-05
team owner,6,9.37866E-05
team owner (horses),1,1.56311E-05
teamer,3,4.68933E-05
teamsman,3,4.68933E-05
teamster,3,4.68933E-05
teazer in woollen mill,1,1.56311E-05
teazle grower,3,4.68933E-05
technical author,2,3.12622E-05
technical brewer,1,1.56311E-05
technical civil servant,1,1.56311E-05
technical engineer,2,3.12622E-05
technical rep for steelworks,2,3.12622E-05
telecommunications engineer,2,3.12622E-05
telecommunications officer raf,1,1.56311E-05
telegraph asst,1,1.56311E-05
telegraph clerk,3,4.68933E-05
telegraph clerk (railway),1,1.56311E-05
telegraph lineman (railway),1,1.56311E-05
telegraph office clerk,1,1.56311E-05
"telegraph superintendant, post office",1,1.56311E-05
telegraphic inspector on railways,1,1.56311E-05
telegraphist,11,0.000171942
telegraphist and sorting clerk for gpo,1,1.56311E-05
telephone clerk,2,3.12622E-05
telephone engineer,5,7.81555E-05
telephone engineer - g.p.o.,1,1.56311E-05
telephone exchange supervisor,1,1.56311E-05
telephone fitter,1,1.56311E-05
telephone mechanic,1,1.56311E-05
telephone operator,2,3.12622E-05
telephone supervisor (national phone co),1,1.56311E-05
telephone switchboard operator,2,3.12622E-05
telephone wireman,2,3.12622E-05
telephonic and special systems engineer,1,1.56311E-05
telephonist,16,0.000250098
telephonist (post office),5,7.81555E-05
temperance coffee house waitress,1,1.56311E-05
temperance lecturer,1,1.56311E-05
temperence lecturer,1,1.56311E-05
temple builder,1,1.56311E-05
tenant farmer,133,0.002078937
tent maker,1,1.56311E-05
tenterer,1,1.56311E-05
tester and inspector,1,1.56311E-05
tester in light engineering,1,1.56311E-05
textile chemist,2,3.12622E-05
textile designer,2,3.12622E-05
textile factory twister,1,1.56311E-05
textile industry,1,1.56311E-05
textile labourer,2,3.12622E-05
textile manufacturer,8,0.000125049
textile mill hand,1,1.56311E-05
textile mill worker,2,3.12622E-05
textile operative,2,3.12622E-05
textile stock keeper,1,1.56311E-05
textile trimmer,1,1.56311E-05
textile worker,5,7.81555E-05
textiles lab assistant,1,1.56311E-05
thames river pilot,1,1.56311E-05
thatcher,53,0.000828449
theatre attendant,1,1.56311E-05
theatre booking clerk,1,1.56311E-05
theatre sister,1,1.56311E-05
theatrical artist,1,1.56311E-05
theatrical manager,4,6.25244E-05
thimble maker,1,1.56311E-05
thimble picker (china factory),1,1.56311E-05
third engineer royal navy,1,1.56311E-05
thread manufacturer,2,3.12622E-05
thread mill worker,1,1.56311E-05
threshing machine business proprietor,1,1.56311E-05
threshing machine proprietor,1,1.56311E-05
ticket collector,2,3.12622E-05
ticket collector (rail),1,1.56311E-05
ticket porter,1,1.56311E-05
ticket writer,2,3.12622E-05
tide waiter,3,4.68933E-05
tide waiter (customs & excise),1,1.56311E-05
tidewaiter,1,1.56311E-05
tile fixer,1,1.56311E-05
tile layer,1,1.56311E-05
tile maker,4,6.25244E-05
tile maker (brick yard),1,1.56311E-05
tile merchant,2,3.12622E-05
tilemaker,3,4.68933E-05
tiler,3,4.68933E-05
tiler and plasterer,1,1.56311E-05
tilter,2,3.12622E-05
timber broker,1,1.56311E-05
timber dealer,7,0.000109418
timber faller,1,1.56311E-05
timber firms manager,1,1.56311E-05
timber hewer,2,3.12622E-05
timber labourer,1,1.56311E-05
timber machinist,1,1.56311E-05
timber machinist railway,1,1.56311E-05
timber man (mine),1,1.56311E-05
timber measurer,2,3.12622E-05
timber merchant,39,0.000609613
timber merchant clerk,1,1.56311E-05
timber merchant's carter,1,1.56311E-05
timber merchant's manager,1,1.56311E-05
timber merchant's traveller,1,1.56311E-05
timber merchants book keeper,2,3.12622E-05
timber merchants clerk,3,4.68933E-05
timber merchants labourer,1,1.56311E-05
timber porter,4,6.25244E-05
timber preserver,1,1.56311E-05
timber salesman,5,7.81555E-05
timber sawyer,1,1.56311E-05
timber valuer,1,1.56311E-05
timber works lab,1,1.56311E-05
timber yard labourer,2,3.12622E-05
timberman,1,1.56311E-05
timberman in coal mine,1,1.56311E-05
timberman in colliery,1,1.56311E-05
time keeper,4,6.25244E-05
time keeper (civil engineering),1,1.56311E-05
timekeeper,8,0.000125049
timekeeper at gas works,1,1.56311E-05
timekeeper of stores,1,1.56311E-05
timing clerk,1,1.56311E-05
tin & wire worker,1,1.56311E-05
tin box makers labourer,1,1.56311E-05
tin box manufacturer,1,1.56311E-05
tin burnisher,1,1.56311E-05
tin cannister manufacturer,1,1.56311E-05
tin dresser,1,1.56311E-05
tin maker,1,1.56311E-05
tin man,3,4.68933E-05
tin miner,21,0.000328253
tin plate mill manager,1,1.56311E-05
tin plate pickler,2,3.12622E-05
tin plate roller,2,3.12622E-05
tin plate worker,23,0.000359515
tin plate worker and brazier,1,1.56311E-05
tin smith in carriage works,1,1.56311E-05
tin streamer,2,3.12622E-05
tin stripper,1,1.56311E-05
tin worker,4,6.25244E-05
tinfoil opener,1,1.56311E-05
tinhouse superintendant,1,1.56311E-05
tinman,15,0.000234467
tinman and brazier,1,1.56311E-05
tinman/brazier,2,3.12622E-05
tinner,3,4.68933E-05
tinner & brazier,1,1.56311E-05
tinplate pickler,1,1.56311E-05
tinplate worker,6,9.37866E-05
tinsmith,12,0.000187573
tinsmith (foreman),1,1.56311E-05
tinsmith & brazier (foreman),1,1.56311E-05
tinsmith and gasfitter,1,1.56311E-05
"tinsmith, carriage works",1,1.56311E-05
"tinsmith, plumber and gasfitter",1,1.56311E-05
tobacco dealer,1,1.56311E-05
tobacco factor,1,1.56311E-05
tobacco factory hand,1,1.56311E-05
tobacco factory machinist,1,1.56311E-05
tobacco factory work,1,1.56311E-05
tobacco factory worker,2,3.12622E-05
tobacco pipe maker,12,0.000187573
tobacco pipemaker,2,3.12622E-05
tobacco warehouse porter,1,1.56311E-05
tobacco worker,6,9.37866E-05
tobacconist,18,0.00028136
tobacconist and confectioner,2,3.12622E-05
tobacconist and sweet shop owner,1,1.56311E-05
tobacconists manager,1,1.56311E-05
tobaconist,1,1.56311E-05
toffee boiler,1,1.56311E-05
toll bar keeper,2,3.12622E-05
toll collector,4,6.25244E-05
toll gate keeper,1,1.56311E-05
toll house keeper,1,1.56311E-05
toll keeper,3,4.68933E-05
toll renter,1,1.56311E-05
tollgate keeper,2,3.12622E-05
tollkeeper,3,4.68933E-05
tool and die maker,1,1.56311E-05
tool engineer,1,1.56311E-05
tool factory owner,1,1.56311E-05
tool grinder,2,3.12622E-05
tool maker,11,0.000171942
tool maker (motor works),1,1.56311E-05
tool maker (railway),1,1.56311E-05
toolmaker,14,0.000218835
top sawyer,2,3.12622E-05
torpedo instructor rn,2,3.12622E-05
torpedo man,1,1.56311E-05
tortoiseshell comb maker,1,1.56311E-05
touring tinker,1,1.56311E-05
tourist information officer,1,1.56311E-05
town clerk,3,4.68933E-05
town clerk and coroner,1,1.56311E-05
town crier,1,1.56311E-05
town hall municipal clerk,1,1.56311E-05
town missionary,1,1.56311E-05
town post man,1,1.56311E-05
town servant,1,1.56311E-05
townsman-dustbinman,1,1.56311E-05
toy dealer,1,1.56311E-05
toy maker,3,4.68933E-05
toy shop woman,1,1.56311E-05
toymaker,3,4.68933E-05
toyman,1,1.56311E-05
toyshop owner,1,1.56311E-05
toyshop proprietor,1,1.56311E-05
trace maker,1,1.56311E-05
tracer and trainee draughtswoman,1,1.56311E-05
tracer in drawing office,1,1.56311E-05
tracer in electrical engineering drawing office,1,1.56311E-05
traction engine driver,2,3.12622E-05
trade union clerk,1,1.56311E-05
trade union general secretary,1,1.56311E-05
trade union official,1,1.56311E-05
trade union organiser,1,1.56311E-05
trade union secretary,2,3.12622E-05
trader,3,4.68933E-05
tradesman,14,0.000218835
traffic superintendent,1,1.56311E-05
train driver,4,6.25244E-05
