0	36525
1600	1076	1099	1128	1149	1179	1170	1172	1202	1217	1257	1275	1254	1242	1256	1226	1207	1211	1169	1150	1155	1210	1218	1180	1136	1146	1182	1233	1285	1365	1448	1491	1478	1521	1534	1567	1575	1582	1569	1543	1504	1463	1405	1377	1358	1316	1272	1243	1253	1239	1229	1236	1276	1314	1413	1486	1214	1188	1158	1110	1004	945	983	987	976	953	930	903	873	873	878	887	872	844	813	808	796	774	756	738	746	753	707	504	414	426	414	404	362	315	265	224	185	151	117	88	65	48	35	24	18	26
