0	36525
1600	1177	1211	1242	1262	1295	1288	1293	1323	1339	1380	1404	1381	1366	1382	1346	1331	1346	1295	1258	1230	1276	1283	1240	1185	1191	1242	1295	1340	1428	1505	1547	1537	1576	1591	1633	1631	1634	1617	1587	1546	1507	1455	1427	1408	1363	1315	1281	1290	1278	1264	1270	1308	1353	1456	1537	1250	1222	1195	1141	1025	958	996	996	986	958	924	892	847	832	825	811	777	737	698	678	648	606	568	533	516	496	454	307	237	231	212	193	162	133	106	80	63	47	34	24	17	12	8	6	4	7
