% Generated from source file: resources/original/napp_scottish_female_first_names_1871_cleaned.txt at 14:22 01/05/2014.
9(Mrs	1.0382965291823623E-6
9(Mrs)	5.191482645911811E-7
9@@@	1.401700314396189E-5
9Alexr	5.191482645911811E-7
9Andrew	5.191482645911811E-7
9Catherine	1.0382965291823623E-6
9Charles	5.191482645911811E-7
9Christina	5.191482645911811E-7
9David	2.0765930583647245E-6
9Earnest	5.191482645911811E-7
9Elisabeth	5.191482645911811E-7
9Elizabeth	5.191482645911811E-7
9H	2.5957413229559056E-6
9Helen	1.0382965291823623E-6
9Henry	5.191482645911811E-7
9Hugh	5.191482645911811E-7
9Isabella	5.191482645911811E-7
9James	2.0765930583647245E-6
9Jane	1.5574447937735434E-6
9Jessie	5.191482645911811E-7
9John	2.0765930583647245E-6
9Kate	5.191482645911811E-7
9Malcolm	5.191482645911811E-7
9Margaret	1.5574447937735434E-6
9Mary	5.191482645911811E-7
9Mc	5.191482645911811E-7
9Moses	5.191482645911811E-7
9Peter	5.191482645911811E-7
9Thomson	5.191482645911811E-7
9William	5.191482645911811E-7
Aagnes	5.191482645911811E-7
Aallas	5.191482645911811E-7
Aanet	5.191482645911811E-7
Aann	1.5574447937735434E-6
Aannie	5.191482645911811E-7
Aansta	5.191482645911811E-7
Aargaret	5.191482645911811E-7
Abagail	6.2297791750941735E-6
Abagal	5.191482645911811E-7
Abba	5.191482645911811E-7
Abbegill	5.191482645911811E-7
Abbenser	5.191482645911811E-7
Abbey	2.0765930583647245E-6
Abbgill	5.191482645911811E-7
Abbi	5.191482645911811E-7
Abbie	1.5574447937735434E-6
Abbigail	1.0382965291823623E-6
Abby	5.191482645911811E-6
Abegail	5.191482645911811E-7
Abegale	5.191482645911811E-7
Abegil	5.191482645911811E-7
Abeino	5.191482645911811E-7
Abella	5.191482645911811E-7
Abercrombie	5.191482645911811E-7
Abercromby	1.5574447937735434E-6
Abesina	5.191482645911811E-7
Abesyia	5.191482645911811E-7
Abey	1.0382965291823623E-6
Abida	5.191482645911811E-7
Abie	5.191482645911811E-7
Abigael	1.0382965291823623E-6
Abigail	1.4432321755634836E-4
Abigal	1.0902113556414804E-5
Abigale	1.5574447937735434E-6
Abigial	1.0382965291823623E-6
Abish	5.191482645911811E-7
Abla	5.191482645911811E-7
Abraham	5.191482645911811E-7
Abravina	5.191482645911811E-7
Abrigail	1.0382965291823623E-6
