0	11
%	1679	0	0	0	0	700	100	75	25	15	5	3	2
%	1779	1000	0	0	0	0	0	0	0	0	0	0	0
%	1800	10	90	100	250	300	100	75	25	15	5	3	2
1950	140	130	440	200	50	25	10	6	5	2	1	1
%	1996	354	224	232	84	61	16	17	4	4	1	1	1
