% Generated from source file: resources/original/napp_scottish_male_first_names_1871_cleaned.txt at 14:22 01/05/2014.
Aaron	3.782710011331442E-5
Abbels	5.562808840193297E-7
Abbey	5.562808840193297E-7
Abbot	5.562808840193297E-7
Abbott	5.562808840193297E-7
Abbuss	5.562808840193297E-7
Abdomanan	5.562808840193297E-7
Abdool	1.2794460332444582E-5
Abdoola	3.3376853041159777E-6
Abdoolanior	5.562808840193297E-7
Abdooramon	5.562808840193297E-7
Abdooriman	5.562808840193297E-7
Abdoosaina	5.562808840193297E-7
Abdul	5.562808840193297E-7
Abdulla	5.562808840193297E-7
Abe	1.1125617680386594E-6
Abeichah	5.562808840193297E-7
Abel	1.446330298450257E-5
Abels	5.562808840193297E-7
Abenazer	5.562808840193297E-7
Abeneser	5.562808840193297E-7
Abenezer	5.562808840193297E-7
Abercrombie	3.3376853041159777E-6
Abercromby	3.3376853041159777E-6
Aberham	1.1125617680386594E-6
Abernethy	5.562808840193297E-7
Abey	5.562808840193297E-7
Abiel	5.562808840193297E-7
Abigail	5.562808840193297E-7
Abigill	5.562808840193297E-7
Abijah	1.1125617680386594E-6
Ablede	5.562808840193297E-7
Abnder	5.562808840193297E-7
Abner	1.557586475254123E-5
Abongal	5.562808840193297E-7
Abrah	5.562808840193297E-7
Abraham	2.230686344917512E-4
Abrahame	5.562808840193297E-7
Abrahm	5.562808840193297E-7
Abrahom	5.562808840193297E-7
Abram	6.786626785035822E-5
Abran	5.562808840193297E-7
Abrham	1.6688426520579889E-6
Abriham	5.562808840193297E-7
Abron	5.562808840193297E-7
Abrose	5.562808840193297E-7
Absalom	3.893966188135308E-6
Absalon	5.562808840193297E-7
Abslom	1.1125617680386594E-6
Absolam	1.1125617680386594E-6
Absolem	5.562808840193297E-7
Absolim	5.562808840193297E-7
Absolom	5.562808840193297E-7
Absolum	5.562808840193297E-7
Aby	5.562808840193297E-7
Abzam	5.562808840193297E-7
Achelis	5.562808840193297E-7
Achibald	6.1190897242126264E-6
Achilles	5.562808840193297E-7
Achillie	5.562808840193297E-7
Achy	5.562808840193297E-7
Acthin	5.562808840193297E-7
Acton	5.562808840193297E-7
Adaenson	5.562808840193297E-7
Adain	5.562808840193297E-7
Adair	5.5628088401932965E-6
Adalbert	5.562808840193297E-7
Adalberx	5.562808840193297E-7
Adalphus	5.562808840193297E-7
Adam	0.004750082468641056
Adams	1.1125617680386594E-6
Adamson	2.2251235360773188E-6
Adan	5.562808840193297E-7
Adard	5.562808840193297E-7
Addam	1.1125617680386594E-6
Addie	1.1125617680386594E-6
Addison	2.7814044200966483E-6
Adem	5.562808840193297E-7
Adison	5.562808840193297E-7
Adlam	1.1125617680386594E-6
Admson	5.562808840193297E-7
Adoff	5.562808840193297E-7
Adolf	4.4502470721546376E-6
Adolfo	5.562808840193297E-7
Adolp	5.562808840193297E-7
Adolpaus	5.562808840193297E-7
Adolpe	5.562808840193297E-7
Adolpf	5.562808840193297E-7
Adolph	1.780098828861855E-5
Adolphe	2.7814044200966483E-6
Adolphi	5.562808840193297E-7
Adolphiss	5.562808840193297E-7
Adolphius	5.562808840193297E-7
Adolphus	8.900494144309275E-6
Adolpus	5.562808840193297E-7
Adran	5.562808840193297E-7
Adrew	1.6688426520579889E-6
Adrian	1.0569336796367264E-5
Adriano	5.562808840193297E-7
Adrianus	5.562808840193297E-7
Adrien	1.1125617680386594E-6
Adrw	5.562808840193297E-7
Adsalin	5.562808840193297E-7
Adso	5.562808840193297E-7
Adum	5.562808840193297E-7
Adward	5.562808840193297E-7
Aenaes	5.562808840193297E-7
Aenas	5.562808840193297E-7
Aeneas	2.5032639780869833E-5
Aenease	5.562808840193297E-7
Aeron	5.562808840193297E-7
Aexander	3.893966188135308E-6
Aexr	1.1125617680386594E-6
Affie	5.562808840193297E-7
Affleck	3.893966188135308E-6
Aflrid	5.562808840193297E-7
Afrcan	5.562808840193297E-7
Afred	1.1125617680386594E-6
Aggie	5.562808840193297E-7
Aggus	5.562808840193297E-7
Agnes	4.50587516055657E-5
Agness	5.562808840193297E-7
Agnew	5.5628088401932965E-6
Agnus	2.7814044200966483E-6
Agostine	5.562808840193297E-7
Agostino	5.562808840193297E-7
Aguite	5.562808840193297E-7
Agus	1.1125617680386594E-6
Agust	5.562808840193297E-7
Agustas	1.1125617680386594E-6
Aguste	1.1125617680386594E-6
Agustin	5.562808840193297E-7
Agustine	1.1125617680386594E-6
Agustus	7.787932376270615E-6
Ah	5.562808840193297E-7
Aham	5.562808840193297E-7
Ahlrich	5.562808840193297E-7
Ahmed	3.3376853041159777E-6
Ahmen	5.562808840193297E-7
Ahmid	5.562808840193297E-7
Aichibald	5.562808840193297E-7
Aidan	5.562808840193297E-7
Aiden	1.1125617680386594E-6
Aiexanber	5.562808840193297E-7
Aiexander	5.562808840193297E-7
Aiken	5.562808840193297E-7
Aikman	6.1190897242126264E-6
Aimers	5.562808840193297E-7
Ainslie	1.1125617680386594E-6
Air	5.562808840193297E-7
Airchabald	5.562808840193297E-7
Aird	1.1125617680386594E-6
Airnan	5.562808840193297E-7
Airthur	5.562808840193297E-7
Aitcheson	1.1125617680386594E-6
Aitchison	1.6688426520579889E-6
Aithman	5.562808840193297E-7
Aitken	2.3920078012831175E-5
Aitkenson	5.562808840193297E-7
Aitkinson	5.562808840193297E-7
Aitkman	5.562808840193297E-7
Ajam	5.562808840193297E-7
Akoob	5.562808840193297E-7
Aksel	5.562808840193297E-7
Al	4.9508998677720335E-5
Alack	1.1125617680386594E-6
Alain	5.562808840193297E-7
